,company_link,company name,description,employment_type,full_text,key,link,location,position,publish_date,salary,scraping_date,seniority_level,source,role,tags
0,0,0,"

15 000 UAH 


Партнер дистрибьюшн, ООО
 

                    Wholesale, distribution, imports, and exports;
                                            250-1000 employees




            Kyiv        


            Full-time.
            Work experience more than 1 year.             Higher education.        
Job description

В крупную дистрибьюторскую компанию, на постоянной основе, требуется ревизор-аналитик по проверке бизнес юнитов компаний (офисов и складов).Требования:
высшее образование (желательно финансы/экономика);
опыт работы ревизором или аудитором приветствуется;
навыки работы с большими массивами информации, умение обрабатывать разноплановую информацию, умение выявлять и анализировать причинно-следственные связи;
умение работать в команде;
готовность к командировкам (80% рабочего времени).
Обязанности:
товарно-документальная ревизия;
проверка и анализ финансовой деятельности филиала;
разработка и внесение предложений по усовершенствованию или внедрению новых процессов для работы филиала;
предоставление отчетности по результатам проделанной работы.
Условия работы:
работа в стабильной и успешной компании;
официальное трудоустройство;
своевременная оплата;
интересные задачи;
оклад 15000 (до уплаты подоходного и военного сбора); компенсация проезда, проживания; командировочные 400 грн/сутки.
Месторасположение офиса: Киево-Святошинский р-н, п.г.т. Чабаны, ул.Машиностроителей, 1А (5 мин маршруткой от ст. м. Теремки).Если Вы отвечаете нашим требованием- высылайте, пожалуйста, своё резюме или звоните по тел.
Show phone Тамила



                Apply now
            




",0,"

15 000 UAH 


Партнер дистрибьюшн, ООО
 

                    Wholesale, distribution, imports, and exports;
                                            250-1000 employees




            Kyiv        


            Full-time.
            Work experience more than 1 year.             Higher education.        
Job description

В крупную дистрибьюторскую компанию, на постоянной основе, требуется ревизор-аналитик по проверке бизнес юнитов компаний (офисов и складов).Требования:
высшее образование (желательно финансы/экономика);
опыт работы ревизором или аудитором приветствуется;
навыки работы с большими массивами информации, умение обрабатывать разноплановую информацию, умение выявлять и анализировать причинно-следственные связи;
умение работать в команде;
готовность к командировкам (80% рабочего времени).
Обязанности:
товарно-документальная ревизия;
проверка и анализ финансовой деятельности филиала;
разработка и внесение предложений по усовершенствованию или внедрению новых процессов для работы филиала;
предоставление отчетности по результатам проделанной работы.
Условия работы:
работа в стабильной и успешной компании;
официальное трудоустройство;
своевременная оплата;
интересные задачи;
оклад 15000 (до уплаты подоходного и военного сбора); компенсация проезда, проживания; командировочные 400 грн/сутки.
Месторасположение офиса: Киево-Святошинский р-н, п.г.т. Чабаны, ул.Машиностроителей, 1А (5 мин маршруткой от ст. м. Теремки).Если Вы отвечаете нашим требованием- высылайте, пожалуйста, своё резюме или звоните по тел.
Show phone Тамила



                Apply now
            




",Ревизор-аналитик,0,0,Ревизор-аналитик,0,0,November 15,0,workua,0,0
1,0,0,"

Кусум, группа компаний
 · VIP 

                    Pharmaceuticals and pharmacy;
                                            250-1000 employees




            Kyiv, вулиця Алматинська.
                        10 km from center · 
                                    Find on the map 



            Full-time.
            Work experience more than 2 years.                    
Job description

Мы социально ответственная компания, поэтому полностью придерживаемся КЗоТ, стабильно и честно выплачиваем заработною плату, оплачиваем больничные, командировки и отпуск (24 календарных дня). КУСУМ предоставляет возможность учиться и работать с лучшими в своем деле коллегами, также мы следим за трендами рынка, приветствуем начинания коллег и всегда готовы поддержать ценные идеи.В связи с расширением задач и проектов отдел аналитики в поисках коллеги на должность Аналитика управленческой отчетности/программист (Qlik Sense)Для нас важно:
Высшее техническое образование;
Опыт внедрения BI решений на платформе Qlik;
Опыт работы / подключения разнородных источников данных (базы данных, выгрузки/отчеты);
Опыт разработки аналитических отчетов в Qlik (или аналогах) по данным от разных источников;
Знание SQL и опыт работы с различными СУБД (MSSQL, Mongodb, PostgreSQL) будут приветствоваться;
Понимание работы API и опыт написания сложных SQL-запросов.
Основные обязанности:
Построение управленческой отчетности с помощью инструментария QlikSense;
Реализация отчетов и приложений в BI системе; 
Полное сопровождение существующих отчетов, их улучшение и доработка (внедрение новых отчетов, исправление ошибок, тестирование и прочее); 
Самостоятельная разработка модулей ETL, настройка интеграции c внешними источниками для получения необходимых данных; 
Написание документации и руководства пользователей по реализуемым проектам; 
Администрирование сервера BI-системы.
Мы предлагаем:
Стабильную и своевременную заработную плату, и плановый зарплатный рост
Официальное трудоустройство с первого дня согласно КЗоТ Украины
Оплачиваемые отпуск 24 дня и больничные
Заботу о Вашем здоровье, медицинскую страховку, корпоративные мероприятия
График работы: пн.-пт. 09.00 — 18.00
Новый современный и комфортный офис в районе ДВРЗ (ближайшее М. Черниговская)
Для того, чтобы начать работать в КУСУМ, отправляйте свое резюме. Просьба указать Ваши финансовые ожидания.



                Apply now
            




",0,"

Кусум, группа компаний
 · VIP 

                    Pharmaceuticals and pharmacy;
                                            250-1000 employees




            Kyiv, вулиця Алматинська.
                        10 km from center · 
                                    Find on the map 



            Full-time.
            Work experience more than 2 years.                    
Job description

Мы социально ответственная компания, поэтому полностью придерживаемся КЗоТ, стабильно и честно выплачиваем заработною плату, оплачиваем больничные, командировки и отпуск (24 календарных дня). КУСУМ предоставляет возможность учиться и работать с лучшими в своем деле коллегами, также мы следим за трендами рынка, приветствуем начинания коллег и всегда готовы поддержать ценные идеи.В связи с расширением задач и проектов отдел аналитики в поисках коллеги на должность Аналитика управленческой отчетности/программист (Qlik Sense)Для нас важно:
Высшее техническое образование;
Опыт внедрения BI решений на платформе Qlik;
Опыт работы / подключения разнородных источников данных (базы данных, выгрузки/отчеты);
Опыт разработки аналитических отчетов в Qlik (или аналогах) по данным от разных источников;
Знание SQL и опыт работы с различными СУБД (MSSQL, Mongodb, PostgreSQL) будут приветствоваться;
Понимание работы API и опыт написания сложных SQL-запросов.
Основные обязанности:
Построение управленческой отчетности с помощью инструментария QlikSense;
Реализация отчетов и приложений в BI системе; 
Полное сопровождение существующих отчетов, их улучшение и доработка (внедрение новых отчетов, исправление ошибок, тестирование и прочее); 
Самостоятельная разработка модулей ETL, настройка интеграции c внешними источниками для получения необходимых данных; 
Написание документации и руководства пользователей по реализуемым проектам; 
Администрирование сервера BI-системы.
Мы предлагаем:
Стабильную и своевременную заработную плату, и плановый зарплатный рост
Официальное трудоустройство с первого дня согласно КЗоТ Украины
Оплачиваемые отпуск 24 дня и больничные
Заботу о Вашем здоровье, медицинскую страховку, корпоративные мероприятия
График работы: пн.-пт. 09.00 — 18.00
Новый современный и комфортный офис в районе ДВРЗ (ближайшее М. Черниговская)
Для того, чтобы начать работать в КУСУМ, отправляйте свое резюме. Просьба указать Ваши финансовые ожидания.



                Apply now
            




",Аналитик управленческой отчетности,0,0,Аналитик управленческой отчетности,0,0,November 15,0,workua,0,0
2,0,0,"

12 000 – 20 000 UAH 


CreditKasa
 

                    Finance, banking, and insurance;
                                            250-1000 employees




            Kyiv, бульвар Лесі Українки.
                        2.4 km from center · 
                                    Find on the map 



            Full-time, students welcome.
                         Higher education.        
Job description

В свою команду профессионалов приглашаем специалиста по кредитованию (верификатора, кредитного аналитика, кредитного эксперта)!Ты ищешь интересную работу в стабильной компании? Хочешь присоединиться к команде профессионалов и получить достойную заработную плату? Тогда мы ждем именно Тебя!Немного фактов о нас:Мы — финансовая компания CreditKasa Работаем на рынке Украины более 5 лет Являемся одним из лидеров рынка по объемам кредитования Что нужно делать? 
Обрабатывать поступающие заявки клиентов в online режиме; 
Проверять достоверность информации предоставляемой клиентом; 
Анализировать данные; 
Принимать решения по кредиту. 
Работая с нами, ты получишь: 
Официальную заработную плату: ставка + четко прописанные бонусы; выплата 2 раза в месяц, всегда вовремя и никаких задержек! 

Удобный график работы — 8-ми часовой рабочий день, 5 дней рабочих и 2 выходных; 
Комфортный офис в самом сердце Киева; 
Официальное трудоустройство с 1 дня; 

Оборудованное рабочее место — вся необходимая новая техника и сопутствующие материалы для продуктивной работы; 
Корпоративное обучение за счет компании; 
Возможность карьерного и профессионального роста; 

Розыгрыши ценных призов среди сотрудников: PlayStation, iPhone; 

Полностью оборудованная современной техникой уютная кухня, безлимитный чай и кофе; 
Яркие ивенты в дружном коллективе; 

Команду активных и целеустремленных коллег, готовых всегда поддержать и прийти на помощь. 
Ждем тебя в нашей команде профессионалов! Отправляй свое резюме прямо сейчас или звони 
Show phone — Дарья.Если у тебя нет резюме — переходи по ссылке и заполни короткую форму: https://forms.gle/krb8AJYNynx29Z299



Apply now
        




",0,"

12 000 – 20 000 UAH 


CreditKasa
 

                    Finance, banking, and insurance;
                                            250-1000 employees




            Kyiv, бульвар Лесі Українки.
                        2.4 km from center · 
                                    Find on the map 



            Full-time, students welcome.
                         Higher education.        
Job description

В свою команду профессионалов приглашаем специалиста по кредитованию (верификатора, кредитного аналитика, кредитного эксперта)!Ты ищешь интересную работу в стабильной компании? Хочешь присоединиться к команде профессионалов и получить достойную заработную плату? Тогда мы ждем именно Тебя!Немного фактов о нас:Мы — финансовая компания CreditKasa Работаем на рынке Украины более 5 лет Являемся одним из лидеров рынка по объемам кредитования Что нужно делать? 
Обрабатывать поступающие заявки клиентов в online режиме; 
Проверять достоверность информации предоставляемой клиентом; 
Анализировать данные; 
Принимать решения по кредиту. 
Работая с нами, ты получишь: 
Официальную заработную плату: ставка + четко прописанные бонусы; выплата 2 раза в месяц, всегда вовремя и никаких задержек! 

Удобный график работы — 8-ми часовой рабочий день, 5 дней рабочих и 2 выходных; 
Комфортный офис в самом сердце Киева; 
Официальное трудоустройство с 1 дня; 

Оборудованное рабочее место — вся необходимая новая техника и сопутствующие материалы для продуктивной работы; 
Корпоративное обучение за счет компании; 
Возможность карьерного и профессионального роста; 

Розыгрыши ценных призов среди сотрудников: PlayStation, iPhone; 

Полностью оборудованная современной техникой уютная кухня, безлимитный чай и кофе; 
Яркие ивенты в дружном коллективе; 

Команду активных и целеустремленных коллег, готовых всегда поддержать и прийти на помощь. 
Ждем тебя в нашей команде профессионалов! Отправляй свое резюме прямо сейчас или звони 
Show phone — Дарья.Если у тебя нет резюме — переходи по ссылке и заполни короткую форму: https://forms.gle/krb8AJYNynx29Z299



Apply now
        




","Специалист по кредитованию, верификатор, кредитный аналитик",0,0,"Специалист по кредитованию, верификатор, кредитный аналитик",0,0,November 15,0,workua,0,0
3,0,0,"

Медирент
 

                    Telecommunications and networking;
                                            50-250 employees




            Kyiv        


            Full-time.
            Work experience more than 2 years.                    
Job description

Необходимые навыки
3+ года опыта работы в сфере анализа данных;

Высшее образование (прикладная математика, статистика, другие технические специальности);

Знание SQL (обязательно) на уровне построения сложных запросов, опыт работы с реляционными СУБД;

Аналитический склад ума и способность быстро разбираться в новых технологиях;

Умение работать с данными: настраивать потоки данных, анализировать, визуализировать и понимать результаты;

Инициативность, способность и желание самостоятельно обучаться, ориентация на результат, умение работать в команде.
Будет плюсом
Опыт работы с BI системами
Обязанности
Сбор, агрегация и обработка больших объемов данных (сбор, сложные выборки/запросы);

Подготовка разовых / периодических отчетов;

Построение визуализаций и аналитических панелей
Условия работы:
Официальное оформление в соответствии с КЗоТ;

Молодой динамичный коллектив;

Возможность профессионального роста.
Просьба отправлять резюме с указанием ожидаемого уровня ЗП.



                Apply now
            




",0,"

Медирент
 

                    Telecommunications and networking;
                                            50-250 employees




            Kyiv        


            Full-time.
            Work experience more than 2 years.                    
Job description

Необходимые навыки
3+ года опыта работы в сфере анализа данных;

Высшее образование (прикладная математика, статистика, другие технические специальности);

Знание SQL (обязательно) на уровне построения сложных запросов, опыт работы с реляционными СУБД;

Аналитический склад ума и способность быстро разбираться в новых технологиях;

Умение работать с данными: настраивать потоки данных, анализировать, визуализировать и понимать результаты;

Инициативность, способность и желание самостоятельно обучаться, ориентация на результат, умение работать в команде.
Будет плюсом
Опыт работы с BI системами
Обязанности
Сбор, агрегация и обработка больших объемов данных (сбор, сложные выборки/запросы);

Подготовка разовых / периодических отчетов;

Построение визуализаций и аналитических панелей
Условия работы:
Официальное оформление в соответствии с КЗоТ;

Молодой динамичный коллектив;

Возможность профессионального роста.
Просьба отправлять резюме с указанием ожидаемого уровня ЗП.



                Apply now
            




",Аналитик баз данных (SQL),0,0,Аналитик баз данных (SQL),0,0,November 15,0,workua,0,0
4,0,0,"

Glovo · VIP 

                    Transportation and logistics;
                                            250-1000 employees




            Kyiv        


            Full-time, students welcome.
            Work experience more than 1 year.                    
Job description

About Glovo: We’re a Barcelona-based startup and the fastest-growing delivery player in Europe, Hispanic America and Africa. With food at the core of the business, Glovo delivers any product within your city at any time of day. We currently deliver over +40M annual orders and operate in 26 countries, and in 248 cities. Our vision and ambition are not only to make everything immediately available in your city but it is also to offer our employees the job of their lives. A job where you’ll be challenged and have the most fun working in through tech-enabled experiences.Your work-life opportunity: Join us as an Operations Analyst and become a key member of Glovo’s local operations team! We offer a challenging and dynamic environment with many opportunities for learning and development. Be a part of a team where you will: 
Provide analytical support to the operations team
Perform analysis to come up with some insights to help improve the main operational metrics in all the cities in the country
Track the impact of all the new implementations that you have proposed by checking the daily metrics of the cities
Own dashboards and build new tools to improve the visibility of metrics in the department
Understand the operations model in Glovo to provide advice to the team
Give life to your craziest ideas and have an immediate impact
You have: 
2+ years of experience in an analytical position
Passionate about analytics: you enjoy deep-diving into problems to find the root cause
Problem-solving skills: no problem is too small or too big
Excel proficiency
Experience in SQL is a must
Experience in Python / R
Upper-intermediate English




                Apply now
            




",0,"

Glovo · VIP 

                    Transportation and logistics;
                                            250-1000 employees




            Kyiv        


            Full-time, students welcome.
            Work experience more than 1 year.                    
Job description

About Glovo: We’re a Barcelona-based startup and the fastest-growing delivery player in Europe, Hispanic America and Africa. With food at the core of the business, Glovo delivers any product within your city at any time of day. We currently deliver over +40M annual orders and operate in 26 countries, and in 248 cities. Our vision and ambition are not only to make everything immediately available in your city but it is also to offer our employees the job of their lives. A job where you’ll be challenged and have the most fun working in through tech-enabled experiences.Your work-life opportunity: Join us as an Operations Analyst and become a key member of Glovo’s local operations team! We offer a challenging and dynamic environment with many opportunities for learning and development. Be a part of a team where you will: 
Provide analytical support to the operations team
Perform analysis to come up with some insights to help improve the main operational metrics in all the cities in the country
Track the impact of all the new implementations that you have proposed by checking the daily metrics of the cities
Own dashboards and build new tools to improve the visibility of metrics in the department
Understand the operations model in Glovo to provide advice to the team
Give life to your craziest ideas and have an immediate impact
You have: 
2+ years of experience in an analytical position
Passionate about analytics: you enjoy deep-diving into problems to find the root cause
Problem-solving skills: no problem is too small or too big
Excel proficiency
Experience in SQL is a must
Experience in Python / R
Upper-intermediate English




                Apply now
            




",Operations Analyst,0,0,Operations Analyst,0,0,November 15,0,workua,0,0
5,0,0,"

Київстар
 · VIP 

                    Telecommunications and networking;
                                            more than 1000 employees




            Kyiv, вулиця Дегтярівська, 53.
                        6.9 km from center · 
                                    Find on the map 



            Full-time, students welcome.
            Work experience more than 1 year.             Higher education.        
Job description

For the period of quarantine Kyivstar continues his work and takes care that our clients keep in touch with their relatives and friends, being duly provided with high quality information.Our activity hasn’t stopped and most of our employees work remotely. During this complicated period we conduct job interviews online, make job offers and arrange remote working mode for our candidates. Stay at home and we will take care of your job interview, making it comfortable and safe!Work at Kyivstar is:
team, part of which you really want to be;

decent salary (of course, official);

a chance to have international experience; 

endless learning opportunities (trainings, courses);

professional and personal development; 

bonuses for quality work; 

an opportunity of flexible scheduling and remote work;

one of the best in Ukraine social packages with medical insurance and help in different life situations;

adaptation programs to help a newcomer get to grips with the company as quickly as possible;

modern office, where you can comfortably work and relax.
(maternity vacancy) Kyivstar, part of VEON Group, extends the commercial analysis team Main requirements: 
Higher University degree (Economics/Finance, Math, Cybernetics) 
Deep knowledge of market/industries trends, ability to analyze data to drive insights 
Experience in Finance/Commercial Finance/Analytics (Telco, IT, Big Four) (minimum 1 year) 
Strong analytical & modelling skills 
PC literate: advanced MS Excel, SQL basic knowledge (not obligatory, would be an advantage) 
Good communication skills and ability to translate complex raw data into simple key messages 
Upper-intermediate level of English 
Personal requirements:
Strategic thinking 
Goal oriented 

Thinks critically, challenges and validates incoming information
Able to review and analyze complex projections under tight deadlines
Open minded & good team player
Main responsibilities:
Active involvement in key Company projects, delivering insights on products for decision making 
Proactive seeking opportunities the Company can use to enhance its competitive positions, delivering insights on products and projects for decision making 
Developing business cases for commercial initiatives introduction (Value proposition, Pricing, New products etc.), identify key risks and issues of ongoing marketing activities. 
Building an effective dialogue and cross-functional cooperation (within Commercial team and with Technical & Financial departments) in business decisions making processes 
Emphasize improvement points and give recommendations for top-management & process owners 
Working at VEON demands a high standard of business ethics and adherence to our legal obligations, our values and our Code of Conduct and supporting compliance policies and procedures. Our pioneering spirit is embodied in our values to be customer obsessed, entrepreneurial, innovative, collaborative, and truthful. Being truthful requires us to act ethically, honestly, and with integrity. 



                Apply now
            




",0,"

Київстар
 · VIP 

                    Telecommunications and networking;
                                            more than 1000 employees




            Kyiv, вулиця Дегтярівська, 53.
                        6.9 km from center · 
                                    Find on the map 



            Full-time, students welcome.
            Work experience more than 1 year.             Higher education.        
Job description

For the period of quarantine Kyivstar continues his work and takes care that our clients keep in touch with their relatives and friends, being duly provided with high quality information.Our activity hasn’t stopped and most of our employees work remotely. During this complicated period we conduct job interviews online, make job offers and arrange remote working mode for our candidates. Stay at home and we will take care of your job interview, making it comfortable and safe!Work at Kyivstar is:
team, part of which you really want to be;

decent salary (of course, official);

a chance to have international experience; 

endless learning opportunities (trainings, courses);

professional and personal development; 

bonuses for quality work; 

an opportunity of flexible scheduling and remote work;

one of the best in Ukraine social packages with medical insurance and help in different life situations;

adaptation programs to help a newcomer get to grips with the company as quickly as possible;

modern office, where you can comfortably work and relax.
(maternity vacancy) Kyivstar, part of VEON Group, extends the commercial analysis team Main requirements: 
Higher University degree (Economics/Finance, Math, Cybernetics) 
Deep knowledge of market/industries trends, ability to analyze data to drive insights 
Experience in Finance/Commercial Finance/Analytics (Telco, IT, Big Four) (minimum 1 year) 
Strong analytical & modelling skills 
PC literate: advanced MS Excel, SQL basic knowledge (not obligatory, would be an advantage) 
Good communication skills and ability to translate complex raw data into simple key messages 
Upper-intermediate level of English 
Personal requirements:
Strategic thinking 
Goal oriented 

Thinks critically, challenges and validates incoming information
Able to review and analyze complex projections under tight deadlines
Open minded & good team player
Main responsibilities:
Active involvement in key Company projects, delivering insights on products for decision making 
Proactive seeking opportunities the Company can use to enhance its competitive positions, delivering insights on products and projects for decision making 
Developing business cases for commercial initiatives introduction (Value proposition, Pricing, New products etc.), identify key risks and issues of ongoing marketing activities. 
Building an effective dialogue and cross-functional cooperation (within Commercial team and with Technical & Financial departments) in business decisions making processes 
Emphasize improvement points and give recommendations for top-management & process owners 
Working at VEON demands a high standard of business ethics and adherence to our legal obligations, our values and our Code of Conduct and supporting compliance policies and procedures. Our pioneering spirit is embodied in our values to be customer obsessed, entrepreneurial, innovative, collaborative, and truthful. Being truthful requires us to act ethically, honestly, and with integrity. 



                Apply now
            




",Investment Analyst,0,0,Investment Analyst,0,0,November 15,0,workua,0,0
6,0,0,"

Уровень заработной платы - достойный! 


SportLife
 · VIP 

                    Fitness and sports;
                                            more than 1000 employees




            Kyiv        


            Full-time.
            Work experience more than 2 years.             Higher education.        
Job description

Открыт конкурс на позицию «Инвестиционный аналитик»(детально ознакомьтесь с профилем вакансии)
Что у нас интересного?
Возможность работать в команде профессиональных финансистов. Возможность бесплатно заниматься спортом в лучших спортивных клубах страны.Возможность работать в красивом дизайнерском офисе, с видом на парк, расположенном рядом с метро Ипподром.Стабильные выплаты зп в полном объеме без задержек.Если есть живой интерес к спорту. Будет возможность посещать бесплатно лучшие клубы страны.56 спортивных клубов на территории страны.Требования:
Высшее образование (экономика, финансы, бухгалтерия);
Опыт работы на позициях: инвестиционный аналитик/ руководитель инвестиционного анализа от 3х лет в крупной, системной компании;
Умение работать в режиме мультизадачности;
Желание развиваться в своем направлении.
Функциональные обязанности:
Анализ эффективности проектов; 
Анализ технико-экономических обоснований по видам инвестиций, подтверждение финансовых моделей с целью оценки инвестиционных проектов; 
Расчет влияния инициатив на операционный бюджет
Мы предлагаем:
Работу в команде профессионалов из бизнеса «ТОП 100 компаний Украины»
Возможность профессионального развития;
Четкую и понятную систему KPI;
Нетривиальные, интересные задачи в рамках бизнеса;
Возможность реализовать профессиональные амбиции;
Возможность применять свои таланты и ключевые знания;
Важная информация о клубах — https://youtu.be/3bc_prVF3QkПоследние новости для мониторинга — https://www.youtube.com/channel/UCM-FR7X21GNXM5yIQWv8ynAПосетите наш сайт — sportlife.uaЕсли Ваш опыт соответствует описанному профилю вакансии, пожалуйста направляйте свое резюме откликом на позицию.#sportlife.finance



                Apply now
            




",0,"

Уровень заработной платы - достойный! 


SportLife
 · VIP 

                    Fitness and sports;
                                            more than 1000 employees




            Kyiv        


            Full-time.
            Work experience more than 2 years.             Higher education.        
Job description

Открыт конкурс на позицию «Инвестиционный аналитик»(детально ознакомьтесь с профилем вакансии)
Что у нас интересного?
Возможность работать в команде профессиональных финансистов. Возможность бесплатно заниматься спортом в лучших спортивных клубах страны.Возможность работать в красивом дизайнерском офисе, с видом на парк, расположенном рядом с метро Ипподром.Стабильные выплаты зп в полном объеме без задержек.Если есть живой интерес к спорту. Будет возможность посещать бесплатно лучшие клубы страны.56 спортивных клубов на территории страны.Требования:
Высшее образование (экономика, финансы, бухгалтерия);
Опыт работы на позициях: инвестиционный аналитик/ руководитель инвестиционного анализа от 3х лет в крупной, системной компании;
Умение работать в режиме мультизадачности;
Желание развиваться в своем направлении.
Функциональные обязанности:
Анализ эффективности проектов; 
Анализ технико-экономических обоснований по видам инвестиций, подтверждение финансовых моделей с целью оценки инвестиционных проектов; 
Расчет влияния инициатив на операционный бюджет
Мы предлагаем:
Работу в команде профессионалов из бизнеса «ТОП 100 компаний Украины»
Возможность профессионального развития;
Четкую и понятную систему KPI;
Нетривиальные, интересные задачи в рамках бизнеса;
Возможность реализовать профессиональные амбиции;
Возможность применять свои таланты и ключевые знания;
Важная информация о клубах — https://youtu.be/3bc_prVF3QkПоследние новости для мониторинга — https://www.youtube.com/channel/UCM-FR7X21GNXM5yIQWv8ynAПосетите наш сайт — sportlife.uaЕсли Ваш опыт соответствует описанному профилю вакансии, пожалуйста направляйте свое резюме откликом на позицию.#sportlife.finance



                Apply now
            




",Инвестиционный аналитик (подразделение управленческого учета),0,0,Инвестиционный аналитик (подразделение управленческого учета),0,0,November 15,0,workua,0,0
7,0,0,"

25 000 – 30 000 UAH 


A-Play · Agency 

                    Recruiting and HR;
                                            less than 10 employees




            Kyiv, вулиця Миколи Василенка, 7.
                        7.3 km from center · 
                                    Find on the map 



            Full-time, remote.
            Work experience more than 1 year.                    
Job description

Образовательный Центр Александра Герчика — платформа подготовки профессиональных трейдеров. Наши студенты советуют нас своим друзьям и это один из главных критериев нашей работы. Александр Герчик — трейдер с более, чем 21-летним опытом, а также самый безопасный трейдер по версии Mojo Wall Street Warriors за 2006 год. Александр прошел путь от таксиста-эмигранта до управляющего партнера одной из крупнейших брокерских компаний США — Hold Brothers. Вот несколько фактов о нас: 
11 лет успешного опыта в сфере бизнес-образования;
Обучилось 20 000+ студентов;
90% студентов торгуют безубыточно;
Наша цель — 100 000 благодарных учеников.
Прямо сейчас мы ищем ВЕБ-АНАЛИТИКА. Начнем с того, что получишь Ты: 
Финансовая подушка на первые 3 месяца: 800 — 1 000$ в зависимости от навыков
С 4 месяца ставка — 20 000 грн. + KPI от 200 до 400$, совокупная з/п — от 27 000 грн.;
Фиксированный график: Пн-Птн, с 09:00 до 18:00; 
Классный офис по ул. Николая Василенка, 7 (БЦ Anthill Space);
Ты работаешь в команде молодых профессионалов, средний возраст сотрудника отдела маркетинга — 27 лет;
Ежемесячно мы получаем 4 000 заявок, а год назад их было всего 1 800. Ты будешь активно расти, как профессионал вместе с нами;
Мы работаем по спринтам, проводим ретроспективы, а также открыты для обратной связи — любая твоя идея будет услышана, потому что мы гибки к изменениям.
Это все великолепно, но со своей стороны для нас важно, чтобы Ты не только был внимательным и обладал аналитическим складом ума, но иу Тебя был опыт работы с Zoho Analytics или с альтернативными сервисами (Power BI, Google Data Studio, Tableau). ЗАДАЧИ: 
Работать с существующей базой данных (составление отчетов для отдела финансов, маркетинга и продаж) входящий поток заявок, движение финансов;
Взаимодействовать с подрядчиками по разработке платформы сайта и СРМ/по передаче данных с платформы в СРМ и базу данных;
Работать с Google Analytics, Yandex Метрика и Google Tag Manager;
Подготавливать отчеты и визуализировать имеющиеся данные;
Формировать маркетинговые гипотезы для работы с посадочными страницами ключевым сотрудникам бизнеса.
Хочешь в команду? Отправляй свое резюме и уже на следующей неделе мы вместе сделаем первые шаги к высоким результатам. Наш сайт — https://gerchik.ru/



                Apply now
            




",0,"

25 000 – 30 000 UAH 


A-Play · Agency 

                    Recruiting and HR;
                                            less than 10 employees




            Kyiv, вулиця Миколи Василенка, 7.
                        7.3 km from center · 
                                    Find on the map 



            Full-time, remote.
            Work experience more than 1 year.                    
Job description

Образовательный Центр Александра Герчика — платформа подготовки профессиональных трейдеров. Наши студенты советуют нас своим друзьям и это один из главных критериев нашей работы. Александр Герчик — трейдер с более, чем 21-летним опытом, а также самый безопасный трейдер по версии Mojo Wall Street Warriors за 2006 год. Александр прошел путь от таксиста-эмигранта до управляющего партнера одной из крупнейших брокерских компаний США — Hold Brothers. Вот несколько фактов о нас: 
11 лет успешного опыта в сфере бизнес-образования;
Обучилось 20 000+ студентов;
90% студентов торгуют безубыточно;
Наша цель — 100 000 благодарных учеников.
Прямо сейчас мы ищем ВЕБ-АНАЛИТИКА. Начнем с того, что получишь Ты: 
Финансовая подушка на первые 3 месяца: 800 — 1 000$ в зависимости от навыков
С 4 месяца ставка — 20 000 грн. + KPI от 200 до 400$, совокупная з/п — от 27 000 грн.;
Фиксированный график: Пн-Птн, с 09:00 до 18:00; 
Классный офис по ул. Николая Василенка, 7 (БЦ Anthill Space);
Ты работаешь в команде молодых профессионалов, средний возраст сотрудника отдела маркетинга — 27 лет;
Ежемесячно мы получаем 4 000 заявок, а год назад их было всего 1 800. Ты будешь активно расти, как профессионал вместе с нами;
Мы работаем по спринтам, проводим ретроспективы, а также открыты для обратной связи — любая твоя идея будет услышана, потому что мы гибки к изменениям.
Это все великолепно, но со своей стороны для нас важно, чтобы Ты не только был внимательным и обладал аналитическим складом ума, но иу Тебя был опыт работы с Zoho Analytics или с альтернативными сервисами (Power BI, Google Data Studio, Tableau). ЗАДАЧИ: 
Работать с существующей базой данных (составление отчетов для отдела финансов, маркетинга и продаж) входящий поток заявок, движение финансов;
Взаимодействовать с подрядчиками по разработке платформы сайта и СРМ/по передаче данных с платформы в СРМ и базу данных;
Работать с Google Analytics, Yandex Метрика и Google Tag Manager;
Подготавливать отчеты и визуализировать имеющиеся данные;
Формировать маркетинговые гипотезы для работы с посадочными страницами ключевым сотрудникам бизнеса.
Хочешь в команду? Отправляй свое резюме и уже на следующей неделе мы вместе сделаем первые шаги к высоким результатам. Наш сайт — https://gerchik.ru/



                Apply now
            




",Веб-аналитик,0,0,Веб-аналитик,0,0,November 15,0,workua,0,0
